,State,Latitude,Longitude,RSRP,RSRQ,RSSI,SINR,Throughput,Latency,PacketLoss,Jitter,CellID,PCI,TAC,eNodeBID,SectorID,Technology,FrequencyBand,HandoverSuccessRate,HandoverFailureRate,HandoverLatency,CallSetupTime,CallDropRate,CallBlockRate,SessionStartTime,SessionEndTime,Temperature,WeatherConditions,HTTPDownloadSpeed,HTTPUploadSpeed,VideoStreamingQuality,MOS,FrequencyBandOccupancy,CarrierAggregation,InterferenceLevel,NeighboringCellInterference,TrafficVolumeUplink,TrafficVolumeDownlink,UserDensity,SNR,SpectralEfficiency,CapacityUtilization
0,Abia,5.424360457701995,7.780435283636913,-98.56347782168348,-4.03586703073195,-74.04305971966014,1.0343819642769514,65.88340580738526,55.300298921727325,0.7076614658172053,47.93332542356904,2734,438,46063,21590,1,GSM,700,98.58903539606436,4.32883786402949,416.36571458500873,6.212408899957804,3.176595469449717,1.960055219550506,1989-02-08 03:56:25,1989-02-08 04:27:15,33.70308593966924,Clear,22.933108796355505,10.46592756063967,Medium,3.266447179170866,35.020357058892394,2CC,-64.98256194016227,-87.61135251336796,33.20174254576797,15.10514982768778,65.44334558990488,13.822394708223078,1.6143709683083958,29.99042074971857
1,Abia,4.940693060099471,7.1473799194623515,-83.14778187120943,-17.356811285651684,-109.71876584130423,-5.699251646195451,68.70751400616855,266.15188980132416,1.0272694343286148,2.2141674872572126,3279,238,35450,35378,2,GSM,900,97.78980922811037,4.653454798036477,370.56529590491175,3.991806204844149,0.485101836527409,3.6752887953311024,1992-07-11 00:02:32,1992-07-11 00:07:10,32.95541301556275,Rainy,28.767856493589615,0.803160549126436,Low,4.673477090502032,61.67298882482315,None,-88.72027118825682,-57.41817168737738,44.053217437567696,43.38663389809644,47.82965856287859,6.189541018692342,0.8760005360736597,5.062482782853561
2,Abia,4.878212446791255,7.47489671407521,-106.51266023653253,-13.364261459051843,-97.99316078985359,12.58825965877941,42.66949872915945,361.9397805740497,1.7799243623082077,2.2061390200813102,826,166,38810,5695,1,WCDMA,800,95.32427720054046,2.5580773785156192,302.09112488880714,9.623678331034954,4.569950423243109,0.7744142189172271,2010-08-26 09:14:54,2010-08-26 09:39:21,35.454587557508546,Clear,40.56915605349138,35.52009675898023,Medium,4.641099652410096,44.353861465629095,3CC,-81.66801477797654,-77.98152489031494,0.6908373326864892,38.20271071054608,53.80845843544308,6.5516350564285375,1.1544905859464434,87.81213051346441
3,Abia,4.730119297400718,7.832477148047694,-110.26692184150211,-3.9331499952381925,-89.09798978328105,11.140548422603214,12.081833938933528,52.279039049076545,2.376575610967591,91.60469095148707,6941,282,23046,26730,2,WCDMA,2100,98.17615550605531,2.7351771047720046,291.8865539928438,6.048868826926782,0.1288490302538109,4.425342705778149,1999-11-07 00:13:37,1999-11-07 00:36:17,31.329273574876204,Cloudy,42.059434822144716,21.36085423981584,Low,2.757485263320001,10.84660644304265,None,-88.8328918528172,-77.62733952300333,43.026818035072814,38.705343181606935,63.04547410227719,28.19402396652448,1.381089869583728,44.5351906881226
4,Abia,5.527970713980924,7.768402176377209,-85.27459936016416,-18.840185543466216,-79.11289367712277,7.987839953240865,74.61548499841548,215.2445536594623,2.945179029044702,71.23150173736045,512,337,11226,48351,1,WCDMA,2600,95.45372848198193,0.5386071824315097,52.58950425649518,9.464085625683476,0.9615784855528886,4.815381500830017,1986-03-08 21:05:18,1986-03-08 21:52:42,21.480993155841286,Rainy,34.52312521021037,23.40556743494019,Low,3.0967496860158037,68.9721370541865,None,-75.89158235334632,-54.15057372662769,11.284025024762467,1.244808449610857,60.541056022057575,23.87899698483136,2.3059052298570473,26.600387501097998
5,Abia,5.012033444565969,7.278496061075844,-102.29091755862964,-12.792022360421768,-90.0887677783669,-6.487313442858946,74.9832377927148,399.89273981540566,1.6782679893219854,5.639993463916948,7410,213,34495,41238,1,LTE,2100,99.52095630892687,3.223666023167859,329.13029522547544,9.93452212133533,0.9205383337185491,4.086551232059893,1995-10-30 21:02:39,1995-10-30 21:42:04,32.21571532578727,Rainy,92.5578866584486,20.524586396511285,Medium,2.8805752695868834,1.4574984729123108,None,-65.39642606295044,-51.508687315243364,11.440278287553069,47.76103008968162,55.05702319030825,7.040024834531964,1.624763557758171,42.19377313755961
6,Abia,5.217914167575282,7.48919916330782,-83.8476995291934,-7.644593600475057,-54.26625367456751,28.496377732525204,52.975586706783396,167.62787371894495,3.5501819473334955,26.81575181752348,8323,228,23277,18781,3,GSM,800,99.63436859553642,0.47658248571490147,212.49314314809615,7.33809633584102,2.106777167000616,4.323157579928113,2010-11-06 19:36:22,2010-11-06 19:46:20,35.84833319938514,Clear,54.4800503671529,7.748398681610369,High,4.23131258381664,17.193041372341643,None,-71.87415567178974,-77.14208116351745,38.757686724121015,1.7121179268724473,15.00721181682609,13.411316359748566,3.388281378058725,11.321543760426223
7,Abia,4.874450831813245,7.805459286987589,-114.58138299342758,-4.801500127869053,-78.1396936464528,28.36457857656145,43.251931025630775,267.0366822029483,1.2214784421261926,63.156811105649936,7324,313,9305,21838,3,GSM,1800,99.05222083082194,0.29158450255815593,465.41552864681285,9.99855231899393,0.11296372116190945,0.11165246774699489,2002-07-31 03:08:13,2002-07-31 03:25:06,24.221473971791596,Clear,80.67103564718755,35.71398845814171,High,1.2412985687302172,6.524680923521564,3CC,-72.38297304279178,-81.40049243189901,18.248948718880737,22.20000869614874,99.51699011233555,15.142101828493416,2.7475661506347087,83.92106891951225
8,Abia,5.111206493562111,7.428986785797764,-91.03990317645018,-12.389156131898913,-109.44176596008437,-2.930047341548536,56.25879166868371,182.24300584709985,3.8118939236702576,5.993418542186369,4998,62,20161,36665,3,LTE,2100,97.00269484218158,3.549807909870254,360.73303150072707,5.052567352769908,0.6085167306970912,4.721484397855899,1991-03-28 21:37:28,1991-03-28 22:16:54,26.740425171333985,Clear,53.749187197108924,39.30654679296472,Medium,4.185216740705338,50.93336058542201,None,-90.17897578132792,-78.07494306468296,15.541729975005342,0.985071159324219,44.99697637895736,5.342723060600597,2.6654294936964957,14.884249903012615
9,Abia,4.813989305987711,7.881293797183057,-83.50409594810472,-14.615227299125403,-67.25751867999105,11.474136556440087,35.17632177870381,108.1788773300203,3.8636439653118435,43.82770896708037,5001,71,9539,25222,3,LTE,800,97.00937854068393,2.576463482121058,166.16252756782052,8.736962721202248,2.548694617183722,1.2847066273209662,1985-05-25 11:48:21,1985-05-25 12:20:11,35.46249256838592,Clear,49.54643809285256,6.331903754935775,Medium,2.604803260123517,99.51029060128734,2CC,-88.3843194367122,-63.011392543793264,18.385447801706945,38.94043425938845,12.379930181647598,6.137727607705838,0.8297211830034066,20.004695516650184
